M,Ri_x,Ri_y,Ri_z,Ri_kx,Ri_ky,Ri_kz,Ri_ex,Ri_ey,Ri_ez,Ri_distance,Ri_amp,Ri_status,Ri_ray_index,Ro_x,Ro_y,Ro_z,Ro_kx,Ro_ky,Ro_kz,Ro_ex,Ro_ey,Ro_ez,Ro_distance,Ro_amp,Ro_status,Ro_ray_index
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,0.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,-0.313316825394643,19.951194227345766,-0.9989321048796139,-0.02758912505312674,0.03706062627084261,-0.03779458511752454,0.026574784600788808,-0.9989321048796139,80.01832313663886,1.0,0.0,44.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,1.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,-0.3210016483434033,19.964663477158602,-0.9987197775030847,-0.03426780447570733,0.03720918704572673,-0.03834134287142843,0.032996173278196025,-0.9987197775030847,80.01907830984845,1.0,0.0,45.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,1.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,-0.3022621479363783,19.977553127302937,-0.9984928562198274,-0.040257731576491394,0.03730055128662979,-0.03886295762071912,0.0387516012951917,-0.9984928562198274,80.01879834959031,1.0,0.0,46.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,1.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,-0.25696806104582626,19.98834748790374,-0.9982650328675008,-0.045556357901482096,0.03730338334253358,-0.03930413045140724,0.04384186906949415,-0.9982650328675008,80.01724115219065,1.0,0.0,47.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.5,1.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,48.0,0.0,-0.1849642100359179,19.995593473869306,-0.9980486846613917,-0.05016073986216148,0.037184986515346186,-0.03961087953947584,0.04826801495581788,-0.9980486846613917,80.01410003560959,1.0,0.0,48.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,-2.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.1377862754964312,19.9419108332325,-0.9980554701508639,0.05506140093606852,0.02921507537035395,-0.03216077442353915,-0.05339441066643749,-0.9980554701508639,80.01787633628497,1.0,0.0,49.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,-1.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.15744603937042467,19.925285071180724,-0.9983670633950914,0.04914403357189287,0.029121653320963725,-0.03146844684913552,-0.04767539806613941,-0.9983670633950914,80.01840450785534,1.0,0.0,50.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,-1.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.16210804830160686,19.909336167448537,-0.9986609173041624,0.04283567350130358,0.02900822857222929,-0.030791396940917926,-0.04157237211942342,-0.9986609173041624,80.01819896110345,1.0,0.0,51.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,-1.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,0.0,0.15183125937684938,19.8950489599186,-0.9989289898156765,0.03613754538893816,0.02889552074447943,-0.03016476738848528,-0.03508504117470553,-0.9989289898156765,80.01739910729125,1.0,0.0,52.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,-1.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,0.0,0.1266437018695148,19.88333356583557,-0.9991628587144799,0.029050336565486674,0.028803814173486986,-0.02962410861927056,-0.028213364812132005,-0.9991628587144799,80.01621579342935,1.0,0.0,53.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,-0.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,0.0865383414611578,19.874968213844248,-0.9993537034219423,0.021574133924997612,0.02875295119174326,-0.029205385621286828,-0.02095759784804627,-0.9993537034219423,80.0149893879327,1.0,0.0,54.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,-0.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,0.031468929445540694,19.87088552916116,-0.9994922758200079,0.013708363608236043,0.028762325068151018,-0.028944990420717298,-0.013318337196744016,-0.9994922758200079,80.01390503981548,1.0,0.0,55.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,-0.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,-0.038654205620943405,19.871886727457603,-0.9995688599523759,0.005451733541760074,0.028850871995440563,-0.028879759951333184,-0.005296572350210726,-0.9995688599523759,80.01328065533063,1.0,0.0,56.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,0.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,-0.12396847301371465,19.87881366930774,-0.9995732204299872,-0.0031978210529575923,0.0290370614859341,-0.029046998989517903,0.0031062596362155664,-0.9995732204299872,80.01339764406339,1.0,0.0,57.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,0.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,-0.20485808111714826,19.892084894445095,-0.9995009249372289,-0.01173241478172291,0.029330044204091132,-0.02946377153225499,0.011392419265432588,-0.9995009249372289,80.01437063526191,1.0,0.0,58.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,0.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,-0.2616528992742968,19.9102753488497,-0.9993659369763794,-0.019643095827975063,0.02969634316909109,-0.030071066471029972,0.01906449507902882,-0.9993659369763794,80.01577358025779,1.0,0.0,59.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,0.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,-0.2943760726259237,19.931385468507443,-0.9991843838125027,-0.026929658389554974,0.030089211426207907,-0.03079323443017079,0.026121712397117226,-0.9991843838125027,80.01715414983771,1.0,0.0,60.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,1.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,-0.3029675133097094,19.953425316907033,-0.998971387320421,-0.03359038101688876,0.030460689720581913,-0.03155565016702622,0.03256391035563117,-0.998971387320421,80.0180415674241,1.0,0.0,61.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,1.25,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,-0.2872985699014272,19.97424289476177,-0.9987411063239418,-0.03962227805041458,0.030761625784812896,-0.03228469850951665,0.03839141545943351,-0.9987411063239418,80.01811623239557,1.0,0.0,62.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,1.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,63.0,0.0,-0.24718684586701034,19.991811119607977,-0.9985067290375101,-0.04502136316087827,0.030941702053195463,-0.03290779105398656,0.043604923515121165,-0.9985067290375101,80.0169237169307,1.0,0.0,63.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,38.75,1.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,-0.1824112935118387,20.003886391219076,-0.998280416680041,-0.049782925194431366,0.03094947547551863,-0.03335341446561424,0.048205387837969155,-0.998280416680041,80.01422025213753,1.0,0.0,64.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,39.0,-2.0,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,65.0,0.0,0.11943064536920156,19.921719850624328,-0.9982785269377566,0.05425082314374117,0.022289702627202646,-0.025168682826465116,-0.05297659917136446,-0.9982785269377566,80.0163308302422,1.0,0.0,65.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,39.0,-1.75,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,66.0,0.0,0.13858643025960893,19.90158198053159,-0.9985855327275205,0.048356797091352766,0.02210325773182631,-0.024391069464393844,-0.04724414839614449,-0.9985855327275205,80.01690846931773,1.0,0.0,66.0
C:\Users\User\PycharmProjects\mirrornet\Mirrors\d9f4223526\mirror.pt,39.0,-1.5,60.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,67.0,0.0,0.1439953707237267,19.882542265438573,-0.9988729874495272,0.04210621967456415,0.021904821578238032,-0.023639751972777123,-0.041157223792703174,-0.9988729874495272,80.01671273725526,1.0,0.0,67.0
